"gene","DESeq2_log2FC","DESeq2_padj","DESeq2_group","edgeR_log2FC","edgeR_FDR","edgeR_group"
"AT5G19890",-5.372487925,2.73e-17,"down",-5.354541166538,0.0493493750168949,"down"
"AT1G19900",-4.609135663,3.25e-09,"down",-4.51534827310763,0.18362283729901,"ns"
"AT4G28080",1.239402484,2.17e-08,"up",1.22690309867633,0.202172670263146,"ns"
"AT4G35160",-3.084294043,4.14e-08,"down",-3.08726391924307,0.18362283729901,"ns"
"AT5G02020",1.701242057,5.72e-08,"up",1.68651619820226,0.18362283729901,"ns"
"AT1G77330",-1.794683416,1.33e-07,"down",-1.81227567098767,0.18362283729901,"ns"
"AT5G03545",-1.798089919,5.82e-07,"down",-1.81717358697138,0.18362283729901,"ns"
"AT4G12480",-3.338790431,7.39e-06,"down",-3.37042131695342,0.18362283729901,"ns"
"AT1G73120",1.388445872,2e-05,"up",1.37344320567182,0.202172670263146,"ns"
"AT2G34430",1.849539073,2.02e-05,"up",1.82876005941015,0.202655544341155,"ns"
"AT1G62380",-1.59100263,2.16e-05,"down",-1.60979909744759,0.202655544341155,"ns"
"AT1G06080",-1.498919424,4.08e-05,"down",-1.51932326684399,0.202172670263146,"ns"
"AT2G38230",1.619848793,4.08e-05,"up",1.60720898532846,0.18362283729901,"ns"
"AT4G30280",-1.2427618,4.23e-05,"down",-1.2539688691485,0.202172670263146,"ns"
"AT3G04720",-2.163815852,5.32e-05,"down",-2.16509690853301,0.202655544341155,"ns"
"AT5G10770",-1.41837353,5.32e-05,"down",-1.43682997786948,0.202655544341155,"ns"
"AT3G53200",-2.429158335,6e-05,"down",-2.41481831979429,0.202172670263146,"ns"
"AT3G56240",-1.299522753,7.29e-05,"down",-1.31934926364343,0.202505975369342,"ns"
"AT4G16260",-1.65314049,7.91e-05,"down",-1.67298631682169,0.202172670263146,"ns"
"AT4G34138",1.283395999,7.91e-05,"up",1.27176809048171,0.202172670263146,"ns"
"AT1G13430",-2.253630391,8.23e-05,"down",-2.2734733419138,0.202172670263146,"ns"
"AT4G37800",-2.116653458,0.000116025,"down",-2.11230490420977,0.202655544341155,"ns"
"AT3G48970",-1.947369625,0.000122243,"down",-1.95970228603325,0.202172670263146,"ns"
"AT5G53980",-1.557991426,0.000122243,"down",-1.57749189747861,0.202172670263146,"ns"
"AT5G01600",1.222388774,0.000128398,"up",1.20814071779656,0.202655544341155,"ns"
"AT3G26650",1.182347115,0.000129036,"up",1.16356252940457,0.202655544341155,"ns"
"AT4G22490",-2.008982408,0.000129036,"down",-2.0021481955542,0.202172670263146,"ns"
"AT4G25580",3.684992174,0.000245427,"up",3.62471850056494,0.20369198989089,"ns"
"AT1G15290",1.179446879,0.000286721,"up",1.17282495148451,0.202172670263146,"ns"
"AT3G48690",1.309920422,0.000286721,"up",1.29408175792698,0.202505975369342,"ns"
"AT3G51400",-3.046926665,0.000403735,"down",-3.06296548761265,0.202172670263146,"ns"
"AT1G29930",0.777202157,0.000403863,"ns",0.759281149304073,0.238211595430023,"ns"
"AT3G49970",-2.571949652,0.000403863,"down",-2.54082191369137,0.18362283729901,"ns"
"AT2G13360",2.132551609,0.000409278,"up",2.10506885776036,0.202655544341155,"ns"
"AT5G67020",-2.316010343,0.000483502,"down",-2.32380002932938,0.202172670263146,"ns"
"AT3G29240",0.982699105,0.00063097,"ns",0.968498079562962,0.202655544341155,"ns"
"AT1G76680",1.487767044,0.000655443,"up",1.47192533406085,0.202172670263146,"ns"
"AT2G01530",-1.213034765,0.000664322,"down",-1.22995052433969,0.202655544341155,"ns"
"AT2G44570",-3.23073232,0.000704602,"down",-3.30217961425342,0.202655544341155,"ns"
"AT3G14420",0.887273922,0.000709571,"ns",0.877784147401765,0.202655544341155,"ns"
"AT2G01008",3.665468112,0.000716485,"up",3.47340483082059,0.202655544341155,"ns"
"AT2G47160",-1.176029909,0.000823854,"down",-1.19781354917725,0.202655544341155,"ns"
"AT5G16110",1.568831144,0.001009419,"up",1.54218515227514,0.202655544341155,"ns"
"AT3G26740",2.549741125,0.001076999,"up",2.49591797545167,0.205335650455582,"ns"
"AT2G28670",-2.839835953,0.001175807,"down",-2.82286418872067,0.202655544341155,"ns"
"AT3G54580",-2.254345922,0.001203968,"down",-2.2405057798956,0.203524145158454,"ns"
"AT1G54410",-1.293545098,0.001358524,"down",-1.31143456974166,0.202655544341155,"ns"
"AT4G35090",0.958131994,0.001425993,"ns",0.943447140281719,0.20369198989089,"ns"
"AT3G48390",2.824905565,0.00142711,"up",2.6804372067504,0.202655544341155,"ns"
"AT5G16030",2.314711137,0.00142711,"up",2.23188358930206,0.202655544341155,"ns"
"AT1G21310",-1.759541806,0.001448814,"down",-1.77537745071276,0.20369198989089,"ns"
"AT4G12550",-1.011746636,0.001482097,"down",-1.03253536664324,0.202655544341155,"ns"
"AT5G14920",-2.148473757,0.001482097,"down",-2.17277590176126,0.20369198989089,"ns"
"AT1G23310",1.182007721,0.001514877,"up",1.16537131095293,0.202655544341155,"ns"
"AT3G60140",2.905427867,0.001514877,"up",2.78348616788221,0.20369198989089,"ns"
"AT2G27380",-3.137623995,0.001577974,"down",-3.07155352650625,0.202655544341155,"ns"
"AT3G47250",2.718163685,0.001577974,"up",2.51655410333714,0.202655544341155,"ns"
"AT1G21680",1.920422779,0.001589468,"up",1.89346202328657,0.202655544341155,"ns"
"AT5G24380",-1.798681112,0.00175322,"down",-1.7831866183847,0.202505975369342,"ns"
"AT3G59900",-1.143837826,0.001783986,"down",-1.15729397685984,0.202655544341155,"ns"
"AT4G30290",-1.162386585,0.002002241,"down",-1.18056876126394,0.202655544341155,"ns"
"AT4G35190",-2.471467828,0.002002241,"down",-2.45027608189218,0.202655544341155,"ns"
"AT4G34135",1.188022746,0.002103963,"up",1.1777839893079,0.202505975369342,"ns"
"AT3G02040",-0.925870258,0.002149665,"ns",-0.948924599949976,0.202655544341155,"ns"
"AT4G25100",-1.514877026,0.002149665,"down",-1.5257787055867,0.204379618191544,"ns"
"AT5G20790",-3.502773916,0.002149665,"down",-3.19814526480617,0.202655544341155,"ns"
"AT5G14740",1.745553075,0.002240905,"up",1.71899756646444,0.207856927921617,"ns"
"AT5G60660",-0.658695017,0.002334912,"ns",-0.676628589571505,0.22495955800297,"ns"
"AT2G41230",-4.043701369,0.002562412,"down",-4.49255859790848,0.202655544341155,"ns"
"AT3G02620",-1.940586972,0.002562412,"down",-1.92999200888758,0.202172670263146,"ns"
"AT4G16563",-1.371614035,0.002562412,"down",-1.38561035733724,0.202172670263146,"ns"
"AT5G59540",-1.525701286,0.002562412,"down",-1.54068218059256,0.202655544341155,"ns"
"AT3G28740",1.02044907,0.002716409,"up",1.00644972142687,0.202655544341155,"ns"
"AT4G33030",-1.208351353,0.003012267,"down",-1.22627817700192,0.202655544341155,"ns"
"AT1G50110",-2.695850633,0.003028802,"down",-2.54713639781925,0.202655544341155,"ns"
"AT1G35720",-1.181335316,0.003211589,"down",-1.19729454200363,0.207055246068113,"ns"
"AT2G39980",-2.356593007,0.003211589,"down",-2.39333416020753,0.214059387856491,"ns"
"AT5G17700",-1.842125676,0.003211589,"down",-1.81345873921573,0.202655544341155,"ns"
"AT1G73330",-1.068040367,0.003352594,"down",-1.08671209658125,0.203524145158454,"ns"
"AT5G63190",1.064083492,0.003399003,"up",1.04384711431407,0.20369198989089,"ns"
"AT1G18620",1.289701237,0.003641705,"up",1.27515070628434,0.202655544341155,"ns"
"AT3G08940",0.897802149,0.003699721,"ns",0.878952065389704,0.214059387856491,"ns"
"AT5G39050",1.34429997,0.003717757,"up",1.32602707023525,0.202655544341155,"ns"
"AT4G31380",2.339134542,0.003761919,"up",2.20038441530127,0.202655544341155,"ns"
"AT5G57760",-2.175773007,0.003761919,"down",-2.23419811832215,0.20369198989089,"ns"
"AT1G68010",1.127935246,0.004424218,"up",1.11404671462668,0.202655544341155,"ns"
"AT4G20320",1.430475663,0.004424218,"up",1.40688605311386,0.202655544341155,"ns"
"AT1G02850",1.200022567,0.00449318,"up",1.19040009228614,0.202655544341155,"ns"
"AT1G03610",1.436280879,0.00449318,"up",1.41170234669766,0.202655544341155,"ns"
"AT1G75450",2.240958328,0.00449318,"up",2.17880183632217,0.20369198989089,"ns"
"AT3G44990",-1.462051611,0.004534123,"down",-1.47174636267549,0.207856927921617,"ns"
"AT4G16690",2.404693941,0.004563609,"up",2.29450621284726,0.202655544341155,"ns"
"AT5G56550",1.639018563,0.004775935,"up",1.59837330954083,0.202655544341155,"ns"
"AT2G28190",1.49499377,0.00497541,"up",1.46710974708176,0.202655544341155,"ns"
"AT1G64720",0.544938622,0.004987845,"ns",0.526634661421575,0.28931507883473,"ns"
"AT3G56170",-1.616401939,0.004987845,"down",-1.63122745018034,0.202655544341155,"ns"
"AT5G18670",-1.084455235,0.004987845,"down",-1.10128548066178,0.202655544341155,"ns"
"AT2G22990",1.24099196,0.005049245,"up",1.22330675763306,0.20369198989089,"ns"
"AT4G12880",-1.065382546,0.005125441,"down",-1.08456808202159,0.202655544341155,"ns"
"AT2G23320",1.555434861,0.00578198,"up",1.51696407522003,0.202655544341155,"ns"
"AT1G06570",2.434401798,0.005922447,"up",2.40144395234994,0.22495955800297,"ns"
"AT2G22430",0.817325916,0.006303109,"ns",0.807546650548997,0.207632304595103,"ns"
"AT5G46110",1.245475054,0.006614813,"up",1.22532330025485,0.209542197436906,"ns"
"AT3G25690",1.018000736,0.006644494,"up",1.00553678922782,0.202655544341155,"ns"
"AT1G20440",-1.312065759,0.007108238,"down",-1.32639942992317,0.214461865840278,"ns"
"AT5G03240",1.022989026,0.007108238,"up",1.0005146324518,0.224792740860891,"ns"
"AT1G53700",-2.021114988,0.007222987,"down",-2.01954115414775,0.202655544341155,"ns"
"AT1G67120",2.441783839,0.007222987,"up",2.37881867157574,0.214059387856491,"ns"
"AT2G24270",1.423002054,0.007222987,"up",1.39675320051196,0.214059387856491,"ns"
"AT4G19380",-1.582977051,0.007222987,"down",-1.59710893464756,0.202655544341155,"ns"
"AT3G47420",-1.093613013,0.007294744,"down",-1.11262901311979,0.202655544341155,"ns"
"AT2G07718",3.01559839,0.007392619,"up",2.98454258428046,0.214059387856491,"ns"
"AT1G49570",-2.519475433,0.00741272,"down",-2.41605966517863,0.208722239102456,"ns"
"AT3G21330",2.226191868,0.00741272,"up",2.14730968166839,0.212226007406386,"ns"
"AT4G06744",-0.859651568,0.00741272,"ns",-0.880456560457866,0.202655544341155,"ns"
"AT4G13660",-1.27882096,0.00741272,"down",-1.29289180625181,0.202655544341155,"ns"
"AT4G24780",1.936624043,0.007568719,"up",1.85461767876788,0.202655544341155,"ns"
"AT1G25230",-0.872062617,0.007750675,"ns",-0.891983956732148,0.214059387856491,"ns"
"AT2G43820",1.331004665,0.007750675,"up",1.30540060044121,0.202655544341155,"ns"
"AT4G15160",-1.36823151,0.007750675,"down",-1.37714544433307,0.202655544341155,"ns"
"AT4G16780",2.115298659,0.00788154,"up",1.99638886241909,0.202655544341155,"ns"
"AT1G03790",-1.426577543,0.007979334,"down",-1.44434976039582,0.202655544341155,"ns"
"AT5G06640",-2.321835883,0.007979334,"down",-2.23307977145524,0.204041430128071,"ns"
"AT5G66170",-1.198645715,0.008076855,"down",-1.21857812287567,0.20369198989089,"ns"
"AT4G36850",1.218444209,0.008138423,"up",1.20226635415345,0.202655544341155,"ns"
"AT3G21510",-1.792869453,0.008488684,"down",-1.76338767202849,0.202655544341155,"ns"
"AT1G70890",-1.000856816,0.008742522,"down",-1.01953447265885,0.211166713556001,"ns"
"AT5G44380",-0.913413957,0.008742522,"ns",-0.933096659145019,0.214059387856491,"ns"
"AT5G20740",-1.946580053,0.008840608,"down",-1.92427561436995,0.202655544341155,"ns"
"AT3G47620",1.274398171,0.008883103,"up",1.25272330778473,0.202655544341155,"ns"
"AT2G35860",-1.253798086,0.009385993,"down",-1.26108983714375,0.207856927921617,"ns"
"AT5G17860",1.484648665,0.009394278,"up",1.45577868962961,0.202655544341155,"ns"
"AT4G13390",-2.028666976,0.009663391,"down",-2.01300633163726,0.202798511136679,"ns"
"AT5G60850",1.697213137,0.009759713,"up",1.64156981821414,0.202655544341155,"ns"
"AT4G33120",-0.970372871,0.010304533,"ns",-0.994675331305878,0.202655544341155,"ns"
"AT1G68190",1.133598044,0.010750945,"up",1.12322723655617,0.202655544341155,"ns"
"AT5G64100",-1.427995027,0.010750945,"down",-1.44875994449967,0.214059387856491,"ns"
"AT1G64460",-1.376939024,0.010808551,"down",-1.3937052313766,0.202655544341155,"ns"
"AT1G67900",1.808773345,0.010808551,"up",1.74205276083909,0.202655544341155,"ns"
"AT3G47340",1.980435663,0.010884975,"up",1.94731293057369,0.238211595430023,"ns"
"AT4G12470",-1.959001463,0.010884975,"down",-1.99024337321447,0.226296963495996,"ns"
"AT1G13420",-1.413001239,0.011145089,"down",-1.41971204871937,0.202172670263146,"ns"
"AT3G54590",-1.588994528,0.011159937,"down",-1.57176657398458,0.20369198989089,"ns"
"AT3G48360",0.797357652,0.011283602,"ns",0.784717831532251,0.224792740860891,"ns"
"AT5G21940",1.249075191,0.011283602,"up",1.22445224380123,0.209542197436906,"ns"
"AT5G66310",-1.248907339,0.011283602,"down",-1.2617155905645,0.20369198989089,"ns"
"AT5G08130",1.06645859,0.011363173,"up",1.05022168815433,0.20369198989089,"ns"
"AT2G14080",1.933539313,0.011409394,"up",1.86316715923581,0.202655544341155,"ns"
"AT5G59520",-1.037304986,0.012250563,"down",-1.05560614733793,0.202655544341155,"ns"
"AT2G28290",1.807095593,0.012850037,"up",1.77526236178901,0.226782080765974,"ns"
"AT5G45940",-1.697868387,0.012850037,"down",-1.66058926631114,0.202655544341155,"ns"
"AT5G02260",-0.936837385,0.013191498,"ns",-0.956291768338794,0.214059387856491,"ns"
"AT1G61800",-1.544275246,0.013204545,"down",-1.52926164999377,0.202655544341155,"ns"
"AT2G30870",-1.035912438,0.013204545,"down",-1.05184061032615,0.224792740860891,"ns"
"AT3G55610",1.152758728,0.013204545,"up",1.12911480842748,0.214059387856491,"ns"
"AT4G37520",1.102612255,0.013204545,"up",1.08838374911713,0.202655544341155,"ns"
"AT5G56795",-1.541493773,0.013204545,"down",-1.54172906206083,0.214059387856491,"ns"
"AT2G24280",1.380046597,0.013670296,"up",1.34765397379736,0.20369198989089,"ns"
"AT4G29380",1.439039886,0.013670296,"up",1.40941422716863,0.214059387856491,"ns"
"AT3G05920",-1.612864367,0.013746304,"down",-1.62802111692828,0.202655544341155,"ns"
"AT1G09530",-1.050290436,0.013847247,"down",-1.06763889624458,0.20369198989089,"ns"
"AT4G07820",-1.536883896,0.013905157,"down",-1.55326117388797,0.202655544341155,"ns"
"AT1G69160",1.372883115,0.013977769,"up",1.34998313210782,0.202655544341155,"ns"
"AT1G02520",1.764643334,0.01412231,"up",1.70771942272268,0.202655544341155,"ns"
"AT1G62770",-1.404337355,0.01412231,"down",-1.42540931061834,0.214059387856491,"ns"
"AT1G65920",-1.360470538,0.01412231,"down",-1.36309928558834,0.20369198989089,"ns"
"AT2G18700",1.300259819,0.01412231,"up",1.27574710978378,0.214059387856491,"ns"
"AT3G23150",-1.297936489,0.01412231,"down",-1.32233573527269,0.20369198989089,"ns"
"AT3G54500",1.482938113,0.01412231,"up",1.44904504926366,0.20369198989089,"ns"
"AT5G02840",0.93199744,0.01412231,"ns",0.918761282129531,0.20369198989089,"ns"
"AT3G11800",-1.378001978,0.014958785,"down",-1.38971511596235,0.207856927921617,"ns"
"AT4G28720",2.204554142,0.014958785,"up",2.04944936924595,0.211906774780438,"ns"
"AT4G29700",-1.201240048,0.01519309,"down",-1.21688059524831,0.202655544341155,"ns"
"AT1G33790",-1.423716539,0.015630157,"down",-1.42203555913365,0.214059387856491,"ns"
"AT5G54080",1.860687912,0.015940284,"up",1.82125507329536,0.228986294000969,"ns"
"AT3G61470",0.7017804,0.016160015,"ns",0.685018681374113,0.257422612103794,"ns"
"AT3G50330",-1.543904704,0.016385252,"down",-1.55968422723312,0.207856927921617,"ns"
"AT1G49660",-1.148210992,0.01756097,"down",-1.16503719977025,0.208722239102456,"ns"
"AT3G61440",-1.052642193,0.01756097,"down",-1.07249344328738,0.22495955800297,"ns"
"AT5G14780",-1.561182923,0.01756097,"down",-1.58694098738541,0.231890789687274,"ns"
"AT1G08830",1.377002926,0.017719207,"up",1.35363096869252,0.215840785325969,"ns"
"AT5G66390",-1.034615705,0.017764171,"down",-1.04967616350744,0.214059387856491,"ns"
"AT1G75500",1.152615625,0.017834781,"up",1.13087648667576,0.22495955800297,"ns"
"AT3G62680",-2.007316128,0.017834781,"down",-1.90768827590461,0.202655544341155,"ns"
"AT5G14180",1.460374785,0.018044238,"up",1.4214359196677,0.202655544341155,"ns"
"AT1G03060",1.631221385,0.01812912,"up",1.59779116851612,0.226782080765974,"ns"
"AT5G24690",0.799839367,0.01813051,"ns",0.787615967067351,0.224792740860891,"ns"
"AT5G54770",1.093072038,0.018165669,"up",1.07685138446724,0.214059387856491,"ns"
"AT2G43050",-0.986697946,0.018207511,"ns",-1.00688407938178,0.22495955800297,"ns"
"AT2G21050",1.755643131,0.018575548,"up",1.67800050469248,0.207856927921617,"ns"
"AT1G05560",1.437700418,0.018758216,"up",1.41405256271086,0.202655544341155,"ns"
"AT4G34710",0.625656458,0.018768766,"ns",0.606748374346507,0.280184611498014,"ns"
"AT4G27440",-0.702407677,0.019731396,"ns",-0.722076725025562,0.249436297207055,"ns"
"AT1G17745",-1.049976189,0.019934107,"down",-1.06705817834334,0.214059387856491,"ns"
"AT2G15490",1.141854878,0.019934107,"up",1.12583448431,0.202655544341155,"ns"
"AT4G24480",-1.376495949,0.019934107,"down",-1.4041823286467,0.207856927921617,"ns"
"AT5G61820",0.673507339,0.019944443,"ns",0.654279357160275,0.246612185661718,"ns"
"AT3G52250",1.654609667,0.020164837,"up",1.61558415450729,0.225267777115204,"ns"
"AT3G11690",-1.104167361,0.020357664,"down",-1.12133550033789,0.202655544341155,"ns"
"AT3G13460",1.18311098,0.020357664,"up",1.15892179073975,0.228986294000969,"ns"
"AT4G09570",-1.401302364,0.020610316,"down",-1.39314965328488,0.20369198989089,"ns"
"AT3G18290",1.363800783,0.020611435,"up",1.33274384239889,0.212226007406386,"ns"
"AT3G61600",1.225600965,0.020812259,"up",1.19884837236806,0.214059387856491,"ns"
"AT1G28660",-0.967099999,0.02092501,"ns",-0.985785662000854,0.221173673286999,"ns"
"AT4G18600",1.599900313,0.02092501,"up",1.54532537055929,0.213747779638989,"ns"
"AT4G28040",-1.1118825,0.020966908,"down",-1.13304570749939,0.214059387856491,"ns"
"AT1G10760",0.903205457,0.021120668,"ns",0.888106183618837,0.215840785325969,"ns"
"AT5G58950",0.757572854,0.021120668,"ns",0.742861344747379,0.238211595430023,"ns"
"AT3G02480",-1.77052969,0.02112398,"down",-1.71206290614764,0.214059387856491,"ns"
"AT4G28250",1.465765029,0.021319181,"up",1.42334841179874,0.202655544341155,"ns"
"AT4G32460",-1.14358522,0.021319181,"down",-1.15509954509017,0.238484888649315,"ns"
"AT1G32100",-0.818784371,0.021353018,"ns",-0.837986770123502,0.202655544341155,"ns"
"AT4G31820",1.356938745,0.021429844,"up",1.33206720590543,0.202655544341155,"ns"
"AT3G27580",-1.605890823,0.021514351,"down",-1.57113039476335,0.207856927921617,"ns"
"AT1G05010",-1.327227506,0.021801669,"down",-1.34983171064281,0.228986294000969,"ns"
"AT1G03730",-1.793631532,0.022045132,"down",-1.74218534001384,0.202655544341155,"ns"
"AT2G19810",1.57400098,0.023153681,"up",1.51852144523675,0.214059387856491,"ns"
"AT1G04220",-1.510863292,0.023268542,"down",-1.50719863485109,0.225404003629046,"ns"
"AT3G28345",0.804105147,0.024124263,"ns",0.796402367900183,0.214461865840278,"ns"
"AT1G77120",-0.854041889,0.024461328,"ns",-0.87813817539559,0.202655544341155,"ns"
"AT3G26240",1.238838495,0.024461328,"up",1.21599854010867,0.202655544341155,"ns"
"AT2G28671",-0.668051225,0.024477612,"ns",-0.688530795484213,0.233822789379673,"ns"
"AT4G16442",-1.443711491,0.024477612,"down",-1.43214490169671,0.214461865840278,"ns"
"AT4G20070",1.303458693,0.024477612,"up",1.27710707416424,0.207856927921617,"ns"
"AT3G44300",0.814215644,0.024566791,"ns",0.802790000029221,0.207856927921617,"ns"
"AT5G61480",1.680292042,0.024871958,"up",1.62652902390672,0.224792740860891,"ns"
"AT2G26500",0.928889346,0.025871203,"ns",0.913596851855681,0.229035444678716,"ns"
"AT4G23670",-1.080148833,0.025871203,"down",-1.09263082598507,0.247863223462403,"ns"
"AT4G31390",1.181846935,0.026747262,"up",1.15953058398572,0.202655544341155,"ns"
"AT4G37590",0.987897822,0.026747262,"ns",0.973175224014186,0.214059387856491,"ns"
"AT3G14370",-1.314030629,0.027174398,"down",-1.33644308636839,0.214059387856491,"ns"
"AT5G07830",-1.338498248,0.028007762,"down",-1.33384875643585,0.214059387856491,"ns"
"AT5G47560",1.039342632,0.028007762,"up",1.01887811803112,0.225404003629046,"ns"
"AT1G58030",1.005674544,0.028235352,"up",0.983597905003391,0.238211595430023,"ns"
"AT1G18100",-1.972676447,0.028236892,"down",-1.88194994361637,0.214059387856491,"ns"
"AT2G43010",1.796750758,0.028236892,"up",1.72729729587274,0.224792740860891,"ns"
"AT2G23760",1.690911009,0.028938415,"up",1.61379188859716,0.203524145158454,"ns"
"AT3G45710",-1.042502276,0.028938415,"down",-1.04982155600924,0.202655544341155,"ns"
"AT1G08230",1.098466678,0.029987949,"up",1.08387891842351,0.202655544341155,"ns"
"AT2G01450",1.263182003,0.029987949,"up",1.23610143693015,0.242831052107946,"ns"
"AT3G28940",-1.03152833,0.029987949,"down",-1.04572476852135,0.229035444678716,"ns"
"AT1G78150",0.669127213,0.030276974,"ns",0.656974045771004,0.235197206095563,"ns"
"AT2G01900",-1.732304902,0.030276974,"down",-1.70010704641564,0.20369198989089,"ns"
"AT5G63650",-0.699890106,0.030289309,"ns",-0.718731774009656,0.22495955800297,"ns"
"AT2G43535",-1.460217803,0.030574452,"down",-1.46393982172542,0.242831052107946,"ns"
"AT3G11780",-0.79766178,0.030574452,"ns",-0.82168655245568,0.214059387856491,"ns"
"AT3G26180",1.945210933,0.030574452,"up",1.85621609669049,0.22495955800297,"ns"
"AT3G61160",1.361845367,0.030574452,"up",1.32163007350903,0.211442558967095,"ns"
"AT3G17100",1.102022341,0.031180285,"up",1.08150310403935,0.224792740860891,"ns"
"AT5G24800",1.595418162,0.031544045,"up",1.52945582585914,0.202655544341155,"ns"
"AT5G01210",-2.885193088,0.031754486,"down",-2.9220217343674,0.20369198989089,"ns"
"AT1G75800",0.870880174,0.03224902,"ns",0.854766403136787,0.224792740860891,"ns"
"AT2G39700",1.164739488,0.03224902,"up",1.13928374472312,0.22495955800297,"ns"
"AT4G24680",1.105654231,0.03224902,"up",1.08371544025974,0.224792740860891,"ns"
"AT4G31290",1.03857313,0.03224902,"up",1.0212191030129,0.214059387856491,"ns"
"AT5G47610",1.637062385,0.03224902,"up",1.57477991636676,0.202655544341155,"ns"
"AT2G44490",-0.729136721,0.032533535,"ns",-0.750402449019021,0.22495955800297,"ns"
"AT3G16470",-0.955057097,0.032533535,"ns",-0.969561937772004,0.242831052107946,"ns"
"AT3G19050",1.57426447,0.032533535,"up",1.50501371920454,0.20369198989089,"ns"
"AT3G16400",-0.767305748,0.032969214,"ns",-0.783874208714263,0.264239099528553,"ns"
"AT1G04250",-0.720747042,0.033506089,"ns",-0.742036700082264,0.242831052107946,"ns"
"AT4G23510",-1.184004392,0.033506089,"down",-1.20350081258706,0.202655544341155,"ns"
"AT5G42600",-2.323858193,0.033506089,"down",-2.21447244297371,0.240788464692593,"ns"
"AT4G28240",0.748102081,0.033519001,"ns",0.73775201052928,0.224792740860891,"ns"
"AT5G40740",1.243828919,0.033519001,"up",1.21476743967807,0.20369198989089,"ns"
"AT1G20190",-0.670209581,0.033599764,"ns",-0.690703369193732,0.242592483760599,"ns"
"AT1G70850",-0.722908702,0.033900011,"ns",-0.742057165465165,0.255624410649637,"ns"
"AT1G09780",-0.801792596,0.034306102,"ns",-0.821366072712106,0.238211595430023,"ns"
"AT3G60030",1.030868936,0.034306102,"up",1.00905988152518,0.229035444678716,"ns"
"AT2G36890",-1.630208149,0.034356692,"down",-1.57785205608926,0.209542197436906,"ns"
"AT1G11840",-0.929575267,0.035824616,"ns",-0.945581283777705,0.240895472087908,"ns"
"AT5G53970",1.37710661,0.036145938,"up",1.34369967247747,0.207856927921617,"ns"
"AT5G54500",-1.087869563,0.036731337,"down",-1.10408201613865,0.233822789379673,"ns"
"AT1G33800",-1.002170255,0.037055427,"down",-1.02125100494402,0.202655544341155,"ns"
"AT1G09740",-0.911964527,0.037481025,"ns",-0.931728144878666,0.224792740860891,"ns"
"AT2G16060",-0.999975674,0.03801504,"ns",-1.01915588236877,0.207856927921617,"ns"
"AT5G22310",-1.1407791,0.038088781,"down",-1.155547066695,0.208722239102456,"ns"
"AT4G00440",0.993343798,0.039950509,"ns",0.984169613416803,0.20369198989089,"ns"
"AT5G18470",-1.507408197,0.039950509,"down",-1.55259824002171,0.202655544341155,"ns"
"AT5G20960",1.05426412,0.040439728,"up",1.03282280355551,0.22495955800297,"ns"
"AT3G02260",1.579459879,0.040607207,"up",1.54956113599946,0.264239099528553,"ns"
"AT2G47270",-1.269172087,0.041449256,"down",-1.27167331722036,0.202655544341155,"ns"
"AT1G01060",1.910050093,0.04299524,"up",1.89579197728059,0.242831052107946,"ns"
"AT4G36040",1.520508681,0.043734581,"up",1.49404441694124,0.250755421329387,"ns"
"AT1G76180",-0.766424261,0.044126754,"ns",-0.781523363589755,0.270525242535682,"ns"
"AT2G46020",1.331593395,0.044126754,"up",1.30215735860867,0.243984628452689,"ns"
"AT1G70530",0.797075649,0.044517322,"ns",0.790853002789566,0.214059387856491,"ns"
"AT3G16410",-0.912941676,0.044517322,"ns",-0.927866278817935,0.248510239341618,"ns"
"AT1G65960",-0.57098977,0.045232318,"ns",-0.59132026616348,0.279144113491739,"ns"
"AT2G15960",1.247083707,0.045232318,"up",1.21697957895602,0.242831052107946,"ns"
"AT5G02160",0.901869002,0.046421798,"ns",0.88637974116897,0.225267777115204,"ns"
"AT1G76490",0.915642604,0.047860757,"ns",0.893805214115844,0.257121433138483,"ns"
"AT3G13750",0.912678773,0.048610539,"ns",0.889641685545828,0.252044198269814,"ns"
"AT2G34590",1.056611541,0.048743829,"up",1.03201359938122,0.237723913119096,"ns"
"AT3G57330",1.22050451,0.048743829,"up",1.18869911843625,0.227410349696671,"ns"
"AT5G23110",1.703987635,0.049024947,"up",1.66285265382195,0.264239099528553,"ns"
"AT3G17510",0.728158499,0.049025498,"ns",0.720903602027479,0.22495955800297,"ns"
"AT1G08630",2.936784202,0.049165542,"up",2.93845568529574,0.304219786010786,"ns"
"AT4G15560",0.650581671,0.049594455,"ns",0.632997524249288,0.277561555456173,"ns"
"AT3G17420",-0.911143012,0.04999977,"ns",-0.929401615677787,0.214059387856491,"ns"
"AT4G39730",-1.21716599,0.04999977,"down",-1.21608534182718,0.242831052107946,"ns"
"AT1G42550",0.915857857,0.050134298,"ns",0.897655598056555,0.214059387856491,"ns"
"AT5G13500",-1.041158723,0.050134298,"ns",-1.05823708364654,0.20369198989089,"ns"
"AT4G14760",1.21047281,0.050145521,"ns",1.17849510031726,0.22495955800297,"ns"
"AT5G13370",0.930737719,0.050145521,"ns",0.919276256040584,0.207856927921617,"ns"
"AT2G42890",1.472616626,0.050882938,"ns",1.43332164441032,0.248510239341618,"ns"
"AT5G47950",-1.426739156,0.050882938,"ns",-1.40394196744552,0.207856927921617,"ns"
